state,financial_year,metric,total_fc_inr,total_fc_original,original_unit,reporting_associations,source_document,source_url,table_ref,retrieved_date,notes
Dadra & Nagar Haveli,2019-20,received,41200000.00,4.12,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Delhi,2019-20,received,42736500000.00,4273.65,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Goa,2019-20,received,370600000.00,37.06,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Gujarat,2019-20,received,7696400000.00,769.64,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Haryana,2019-20,received,820900000.00,82.09,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Himachal Pradesh,2019-20,received,2287700000.00,228.77,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Jammu & Kashmir,2019-20,received,500300000.00,50.03,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Jharkhand,2019-20,received,1307200000.00,130.72,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Karnataka,2019-20,received,17955400000.00,1795.54,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Kerala,2019-20,received,8680100000.00,868.01,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Madhya Pradesh,2019-20,received,2200600000.00,220.06,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Maharashtra,2019-20,received,15672800000.00,1567.28,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Manipur,2019-20,received,353500000.00,35.35,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Meghalaya,2019-20,received,596400000.00,59.64,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Mizoram,2019-20,received,26300000.00,2.63,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Nagaland,2019-20,received,489400000.00,48.94,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Orissa,2019-20,received,2898700000.00,289.87,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Pondicherry,2019-20,received,273700000.00,27.37,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Punjab,2019-20,received,1711100000.00,171.11,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Rajasthan,2019-20,received,1586100000.00,158.61,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Sikkim,2019-20,received,90400000.00,9.04,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Tamil Nadu,2019-20,received,21626600000.00,2162.66,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Telangana,2019-20,received,6237500000.00,623.75,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Tripura,2019-20,received,107400000.00,10.74,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Uttar Pradesh,2019-20,received,3730100000.00,373.01,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Uttarakhand,2019-20,received,1240800000.00,124.08,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
West Bengal,2019-20,received,7272000000.00,727.20,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Andaman & Nicobar Islands,2019-20,utilized,37100000.00,3.71,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Andhra Pradesh,2019-20,utilized,12492400000.00,1249.24,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Arunachal Pradesh,2019-20,utilized,144400000.00,14.44,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Assam,2019-20,utilized,1822400000.00,182.24,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Bihar,2019-20,utilized,5600000000.00,560.00,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Chandigarh,2019-20,utilized,501700000.00,50.17,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Chhattisgarh,2019-20,utilized,798100000.00,79.81,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Dadra & Nagar Haveli,2019-20,utilized,37400000.00,3.74,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Delhi,2019-20,utilized,74405500000.00,7440.55,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Goa,2019-20,utilized,408500000.00,40.85,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Gujarat,2019-20,utilized,28600500000.00,2860.05,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Haryana,2019-20,utilized,841400000.00,84.14,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Himachal Pradesh,2019-20,utilized,2975800000.00,297.58,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Jammu & Kashmir,2019-20,utilized,539700000.00,53.97,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
